LOANID,MONTHEND,loan_status,PRIN_BAL,CURR_MO_PRIN_PD,CURR_MO_INT_PD,CUR_DUE_AMT,IRB,PAST_DUE_AMTpif,INT_RATEpif,PassId,studentfutureid,period,month
26,0000-00-00,33,9738.68,0,0,86.91,3116.76,83.61,0.0627,0,1,502,7
26,0000-00-00,33,9738.68,0,0,87.23,3167.65,83.61,0.0627,0,1,503,8
26,0000-00-00,33,9738.68,0,0,87.55,3218.53,83.61,0.0627,0,1,504,9
26,0000-00-00,33,9738.68,0,0,87.89,3269.42,83.61,0.0627,0,1,505,10
26,0000-00-00,33,9738.68,0,0,88.22,3320.3,83.61,0.0627,0,1,506,11
26,0000-00-00,33,9738.68,0,0,88.56,3371.19,83.61,0.0627,0,1,507,12
27,0000-00-00,33,20308.31,0,0,164.47,297.96,164.47,0.0687,0,1,508,0
27,0000-00-00,33,20308.31,0,0,166.05,414.23,164.47,0.0687,0,1,509,1
27,0000-00-00,40,20308.31,0,0,166.46,530.49,164.47,0.0687,0,1,510,2
27,0000-00-00,40,20308.31,0,0,166.87,646.76,164.47,0.0687,0,1,511,3
27,0000-00-00,40,20308.31,0,0,167.29,763.02,164.47,0.0687,0,1,512,4
27,0000-00-00,40,20308.31,0,0,167.71,879.29,164.47,0.0687,0,1,513,5
27,0000-00-00,40,20308.31,0,0,168.14,995.55,164.47,0.0687,0,1,514,6
27,0000-00-00,40,20308.31,0,0,168.57,1111.82,164.47,0.0687,0,1,515,7
27,0000-00-00,33,20308.31,0,0,169,1228.08,164.47,0.0687,0,1,516,8
27,0000-00-00,33,20308.31,0,0,169.44,1344.35,164.47,0.0687,0,1,517,9
27,0000-00-00,33,20308.31,0,0,169.89,1460.61,164.47,0.0687,0,1,518,10
27,0000-00-00,33,20308.31,0,0,170.34,1576.88,164.47,0.0687,0,1,519,11
27,0000-00-00,33,20308.31,0,0,170.79,1693.14,164.47,0.0687,0,1,520,12
28,0000-00-00,30,3726.47,34.29,15.71,50,8.53,50,0.0517,0,1,521,0
28,0000-00-00,30,3692.18,34.44,16.05,50.5,8.53,50,0.0517,0,1,522,1
28,0000-00-00,30,3657.736194,34.59,15.91,50.5,8.53,50,0.0517,0,1,523,2
28,0000-00-00,30,3623.142552,34.74,15.76,50.5,8.53,50,0.0517,0,1,524,3
28,0000-00-00,30,3588.398446,34.9,15.61,50.5,8.53,50,0.0517,0,1,525,4
28,0000-00-00,30,3553.503201,35.05,15.46,50.51,8.53,50,0.0517,0,1,526,5
28,0000-00-00,30,3518.45614,35.2,15.31,50.51,8.53,50,0.0517,0,1,527,6
28,0000-00-00,90,0,3503.45,15.01,50.51,23.69,50,0.0517,3467.94,1,528,7
28,0000-00-00,90,0,0,0,50,23.69,50,0.0517,-50,1,529,8
28,0000-00-00,90,0,0,0,50,23.69,50,0.0517,-50,1,530,9
28,0000-00-00,90,0,0,0,50,23.69,50,0.0517,-50,1,531,10
28,0000-00-00,90,0,0,0,50,23.69,50,0.0517,-50,1,532,11
28,0000-00-00,90,0,0,0,50,23.69,50,0.0517,-50,1,533,12
29,0000-00-00,50,21874.54,0,0,0,193.61,0,0.0302,0,1,534,0
29,0000-00-00,50,21874.54,0,0,123.42,248.66,0,0.0302,0,1,535,1
29,0000-00-00,50,21874.54,0,0,123.81,303.71,0,0.0302,0,1,536,2
29,0000-00-00,33,21874.54,0,0,124.2,358.76,0,0.0302,0,1,537,3
29,0000-00-00,40,21874.54,0,0,124.59,413.81,0,0.0302,0,1,538,4
29,0000-00-00,40,21874.54,0,0,124.99,468.86,0,0.0302,0,1,539,5
29,0000-00-00,40,21874.54,0,0,125.39,523.92,0,0.0302,0,1,540,6
29,0000-00-00,40,21874.54,0,0,125.79,578.97,0,0.0302,0,1,541,7
29,0000-00-00,40,21874.54,0,0,126.2,634.02,0,0.0302,0,1,542,8
29,0000-00-00,30,22508.55741,0,55.05,126.61,0,0,0.0302,0,1,543,9
29,0000-00-00,30,22508.55741,0,56.65,130.71,0,0,0.0302,0,1,544,10
29,0000-00-00,30,22508.55741,0,56.65,131.14,0,0,0.0302,0,1,545,11
29,0000-00-00,30,22508.55741,0,56.65,131.58,0,0,0.0302,0,1,546,12
31,0000-00-00,30,12981.6,45.63,44.37,89.14,25.46,89.14,0.0377,0.86,1,547,0
31,0000-00-00,30,12935.97,49.02,40.78,89.8,25.46,89.14,0.0377,0,1,548,1
31,0000-00-00,30,12886.94909,49.19,40.64,89.83,25.46,89.14,0.0377,0,1,549,2
31,0000-00-00,30,12837.76129,49.34,40.49,89.83,25.46,89.14,0.0377,0,1,550,3
31,0000-00-00,30,12788.41831,49.5,40.33,89.83,25.46,89.14,0.0377,0,1,551,4
31,0000-00-00,30,12738.91972,49.65,40.18,89.83,25.46,89.14,0.0377,0,1,552,5
31,0000-00-00,30,12689.26501,49.81,40.02,89.83,25.46,89.14,0.0377,0,1,553,6
31,0000-00-00,30,12639.4537,49.97,39.87,89.83,25.46,89.14,0.0377,0,1,554,7
31,0000-00-00,30,12589.48527,50.13,39.71,89.83,25.46,89.14,0.0377,0,1,555,8
31,0000-00-00,30,12539.35924,50.28,39.55,89.84,25.46,89.14,0.0377,0,1,556,9
31,0000-00-00,30,12489.0751,50.44,39.39,89.84,25.46,89.14,0.0377,0,1,557,10
31,0000-00-00,30,12438.63235,50.6,39.24,89.84,25.46,89.14,0.0377,0,1,558,11
31,0000-00-00,30,12388.03049,50.76,39.08,89.84,25.46,89.14,0.0377,0,1,559,12
34,0000-00-00,30,18531.21,70.64,44.6,115.24,27.59,115.24,0.0302,0,1,560,0
34,0000-00-00,30,18460.57,69.62,46.64,116.26,27.59,115.24,0.0302,0,1,561,1
34,0000-00-00,30,18390.95082,69.79,46.46,116.25,27.59,115.24,0.0302,0,1,562,2
34,0000-00-00,30,18321.16029,69.97,46.28,116.25,27.59,115.24,0.0302,0,1,563,3
34,0000-00-00,30,18251.19347,70.14,46.11,116.25,27.59,115.24,0.0302,0,1,564,4
34,0000-00-00,30,18181.04989,70.32,45.93,116.25,27.59,115.24,0.0302,0,1,565,5
34,0000-00-00,30,18110.7291,70.5,45.76,116.25,27.59,115.24,0.0302,0,1,566,6
34,0000-00-00,30,18040.23065,70.68,45.58,116.26,27.59,115.24,0.0302,0,1,567,7
34,0000-00-00,30,17969.55409,70.86,45.4,116.26,27.59,115.24,0.0302,0,1,568,8
34,0000-00-00,30,17898.69896,71.03,45.22,116.26,27.59,115.24,0.0302,0,1,569,9
34,0000-00-00,30,17827.6648,71.21,45.05,116.26,27.59,115.24,0.0302,0,1,570,10
34,0000-00-00,30,17756.45116,71.39,44.87,116.26,27.59,115.24,0.0302,0,1,571,11
34,0000-00-00,30,17685.05758,71.57,44.69,116.26,27.59,115.24,0.0302,0,1,572,12
35,0000-00-00,30,29928.77,107.5,89.9,197.4,55.61,197.4,0.0377,0,1,573,0
35,0000-00-00,30,29821.27,104.91,94.03,198.93,55.61,197.4,0.0377,0,1,574,1
35,0000-00-00,30,29716.36309,105.23,93.69,198.92,55.61,197.4,0.0377,0,1,575,2
35,0000-00-00,30,29611.13575,105.56,93.36,198.92,55.61,197.4,0.0377,0,1,576,3
35,0000-00-00,30,29505.57668,105.89,93.03,198.92,55.61,197.4,0.0377,0,1,577,4
35,0000-00-00,30,29399.6848,106.23,92.7,198.92,55.61,197.4,0.0377,0,1,578,5
35,0000-00-00,30,29293.45904,106.56,92.36,198.92,55.61,197.4,0.0377,0,1,579,6
35,0000-00-00,30,29186.89834,106.9,92.03,198.93,55.61,197.4,0.0377,0,1,580,7
35,0000-00-00,30,29080.00164,107.23,91.7,198.93,55.61,197.4,0.0377,0,1,581,8
35,0000-00-00,30,28972.76788,107.57,91.36,198.93,55.61,197.4,0.0377,0,1,582,9
35,0000-00-00,30,28865.19597,107.91,91.02,198.93,55.61,197.4,0.0377,0,1,583,10
35,0000-00-00,30,28757.28485,108.25,90.68,198.94,55.61,197.4,0.0377,0,1,584,11
35,0000-00-00,33,28649.03344,0,0,198.94,145.96,197.4,0.0377,0,1,585,12
36,0000-00-00,10,35033.29,0,0,0,4590.69,0,0.0302,0,1,586,0
36,0000-00-00,10,35033.29,0,0,50,4678.86,0,0.0302,0,1,587,1
36,0000-00-00,10,35033.29,0,0,50,4767.02,0,0.0302,0,1,588,2
36,0000-00-00,10,35033.29,0,0,50,4855.19,0,0.0302,0,1,589,3
36,0000-00-00,10,35033.29,0,0,50,4943.36,0,0.0302,0,1,590,4
36,0000-00-00,10,35033.29,0,0,50,5031.53,0,0.0302,0,1,591,5
36,0000-00-00,10,35033.29,0,0,50,5119.69,0,0.0302,0,1,592,6
36,0000-00-00,10,35033.29,0,0,50,5207.86,0,0.0302,0,1,593,7
36,0000-00-00,10,35033.29,0,0,50,5296.03,0,0.0302,0,1,594,8
36,0000-00-00,10,35033.29,0,0,50,5384.19,0,0.0302,0,1,595,9
36,0000-00-00,10,35033.29,0,0,50,5472.36,0,0.0302,0,1,596,10
36,0000-00-00,10,35033.29,0,0,50,5560.53,0,0.0302,0,1,597,11
36,0000-00-00,10,35033.29,0,0,50,5648.7,0,0.0302,0,1,598,12
38,0000-00-00,30,5161.41,28.11,21.89,50,11.94,50,0.0522,0,1,599,0
38,0000-00-00,30,5133.3,27.91,22.45,50.36,11.94,50,0.0522,0,1,600,1
38,0000-00-00,33,5105.39391,0,0,50.36,34.27,50,0.0522,0,1,601,2
38,0000-00-00,30,5139.663765,56.3,44.42,50.36,0,50,0.0522,0,1,602,3
38,0000-00-00,30,5083.365418,28.62,22.36,50.98,0,50,0.0522,0,1,603,4
38,0000-00-00,30,5054.74646,28.59,22.11,50.7,0,50,0.0522,0,1,604,5
38,0000-00-00,30,5026.158673,28.71,21.99,50.7,0,50,0.0522,0,1,605,6
38,0000-00-00,30,4997.446707,28.84,21.86,50.7,0,50,0.0522,0,1,606,7
38,0000-00-00,30,4968.60913,28.96,21.74,50.7,0,50,0.0522,0,1,607,8
38,0000-00-00,30,4939.645382,29.09,21.61,50.7,0,50,0.0522,0,1,608,9
38,0000-00-00,30,4910.554904,29.22,21.49,50.71,0,50,0.0522,0,1,609,10
38,0000-00-00,30,4881.337131,29.35,21.36,50.71,0,50,0.0522,0,1,610,11
38,0000-00-00,30,4851.991501,29.47,21.23,50.71,0,50,0.0522,0,1,611,12
39,0000-00-00,30,30540.48,91.66,104.34,193.82,66.2,193.82,0.0377,2.18,1,612,0
39,0000-00-00,33,30448.82,0,0,194.96,162.15,193.82,0.0377,2.18,1,613,1
39,0000-00-00,30,30610.96801,198.09,190.74,195.01,0,193.82,0.0377,0,1,614,2
39,0000-00-00,30,30412.87351,100.52,96.17,196.69,0,193.82,0.0377,0,1,615,3
39,0000-00-00,30,30312.35215,100.51,95.55,196.06,0,193.82,0.0377,0,1,616,4
39,0000-00-00,30,30211.83746,100.83,95.23,196.06,0,193.82,0.0377,0,1,617,5
39,0000-00-00,30,30111.00701,101.15,94.92,196.06,0,193.82,0.0377,0,1,618,6
39,0000-00-00,30,30009.85872,101.47,94.6,196.07,0,193.82,0.0377,0,1,619,7
39,0000-00-00,30,29908.39159,101.79,94.28,196.07,0,193.82,0.0377,0,1,620,8
39,0000-00-00,33,29806.60461,0,0,196.07,93.96,193.82,0.0377,0,1,621,9
39,0000-00-00,30,29900.5668,204.86,187.28,196.07,0,193.82,0.0377,0,1,622,10
39,0000-00-00,30,29695.7095,103.43,93.94,197.37,0,193.82,0.0377,0,1,623,11
39,0000-00-00,30,29592.2786,103.4,93.29,196.7,0,193.82,0.0377,0,1,624,12
40,0000-00-00,73,23359.74,0,0,170.11,5192.39,170.11,0.0377,0,1,625,0
40,0000-00-00,73,23359.74,0,0,173.73,5265.78,170.11,0.0377,0,1,626,1
40,0000-00-00,73,23359.74,0,0,174.48,5339.17,170.11,0.0377,0,1,627,2
40,0000-00-00,73,23359.74,0,0,175.24,5412.56,170.11,0.0377,0,1,628,3
40,0000-00-00,73,23359.74,0,0,176,5485.94,170.11,0.0377,0,1,629,4
40,0000-00-00,73,23359.74,0,0,176.78,5559.33,170.11,0.0377,0,1,630,5
40,0000-00-00,73,23359.74,0,0,177.57,5632.72,170.11,0.0377,0,1,631,6
40,0000-00-00,33,23359.74,0,0,178.36,5706.11,170.11,0.0377,0,1,632,7
40,0000-00-00,33,23359.74,0,0,179.17,5779.5,170.11,0.0377,0,1,633,8
40,0000-00-00,33,23359.74,0,0,179.98,5852.89,170.11,0.0377,0,1,634,9
40,0000-00-00,33,23359.74,0,0,180.81,5926.28,170.11,0.0377,0,1,635,10
40,0000-00-00,33,23359.74,0,0,181.64,5999.66,170.11,0.0377,0,1,636,11
40,0000-00-00,33,23359.74,0,0,182.49,6073.05,170.11,0.0377,0,1,637,12
42,0000-00-00,73,6648.9,0,0,54.14,1430.86,54.14,0.0627,0,1,638,0
42,0000-00-00,73,6648.9,0,0,54.94,1465.6,54.14,0.0627,0,1,639,1
42,0000-00-00,33,6648.9,0,0,55.11,1500.34,54.14,0.0627,0,1,640,2
42,0000-00-00,33,6648.9,0,0,55.28,1535.08,54.14,0.0627,0,1,641,3
42,0000-00-00,33,6648.9,0,0,55.45,1569.82,54.14,0.0627,0,1,642,4
42,0000-00-00,33,6648.9,0,0,55.62,1604.56,54.14,0.0627,0,1,643,5
42,0000-00-00,33,6648.9,0,0,55.8,1639.3,54.14,0.0627,0,1,644,6
42,0000-00-00,33,6648.9,0,0,55.97,1674.04,54.14,0.0627,0,1,645,7
42,0000-00-00,33,6648.9,0,0,56.15,1708.78,54.14,0.0627,0,1,646,8
42,0000-00-00,33,6648.9,0,0,56.33,1743.52,54.14,0.0627,0,1,647,9
42,0000-00-00,33,6648.9,0,0,56.52,1778.27,54.14,0.0627,0,1,648,10
42,0000-00-00,33,6648.9,0,0,56.7,1813.01,54.14,0.0627,0,1,649,11
42,0000-00-00,33,6648.9,0,0,56.89,1847.75,54.14,0.0627,0,1,650,12
43,0000-00-00,73,22733.25,0,0,239.2,7966.77,239.2,0.1027,0,1,651,0
43,0000-00-00,73,22733.25,0,0,241.6,8161.33,239.2,0.1027,0,1,652,1
43,0000-00-00,73,22733.25,0,0,242.1,8355.89,239.2,0.1027,0,1,653,2
43,0000-00-00,73,22733.25,0,0,242.61,8550.45,239.2,0.1027,0,1,654,3
43,0000-00-00,73,22733.25,0,0,243.13,8745,239.2,0.1027,0,1,655,4
43,0000-00-00,73,22733.25,0,0,243.65,8939.56,239.2,0.1027,0,1,656,5
43,0000-00-00,73,22733.25,0,0,244.17,9134.12,239.2,0.1027,0,1,657,6
43,0000-00-00,33,22733.25,0,0,244.71,9328.68,239.2,0.1027,0,1,658,7
43,0000-00-00,33,22733.25,0,0,245.25,9523.24,239.2,0.1027,0,1,659,8
43,0000-00-00,33,22733.25,0,0,245.8,9717.8,239.2,0.1027,0,1,660,9
43,0000-00-00,33,22733.25,0,0,246.35,9912.36,239.2,0.1027,0,1,661,10
43,0000-00-00,33,22733.25,0,0,246.91,10106.92,239.2,0.1027,0,1,662,11
43,0000-00-00,33,22733.25,0,0,247.48,10301.47,239.2,0.1027,0,1,663,12
44,0000-00-00,30,3518.02,34.15,15.85,50,10.09,50,0.0582,0,1,664,0
44,0000-00-00,30,3483.87,33.54,17.06,50.6,10.09,50,0.0582,0,1,665,1
44,0000-00-00,30,3450.329336,33.7,16.9,50.59,10.09,50,0.0582,0,1,666,2
44,0000-00-00,30,3416.631893,33.86,16.73,50.6,10.09,50,0.0582,0,1,667,3
44,0000-00-00,30,3382.76948,34.03,16.57,50.6,10.09,50,0.0582,0,1,668,4
44,0000-00-00,30,3348.74119,34.2,16.41,50.6,10.09,50,0.0582,0,1,669,5
44,0000-00-00,30,3314.546187,34.36,16.24,50.6,10.09,50,0.0582,0,1,670,6
44,0000-00-00,30,3280.183627,34.53,16.08,50.61,10.09,50,0.0582,0,1,671,7
44,0000-00-00,30,3245.652663,34.7,15.91,50.61,10.09,50,0.0582,0,1,672,8
44,0000-00-00,30,3210.952442,34.87,15.74,50.61,10.09,50,0.0582,0,1,673,9
44,0000-00-00,30,3176.082107,35.04,15.57,50.61,10.09,50,0.0582,0,1,674,10
44,0000-00-00,30,3141.040794,35.21,15.4,50.62,10.09,50,0.0582,0,1,675,11
44,0000-00-00,30,3105.827635,35.39,15.23,50.62,10.09,50,0.0582,0,1,676,12
45,0000-00-00,30,4639.01,39.99,10.01,50,5.44,50,0.0277,0,1,677,0
45,0000-00-00,30,4599.02,39.95,10.71,50.66,5.44,50,0.0277,0,1,678,1
45,0000-00-00,30,4559.071572,40.04,10.62,50.66,5.44,50,0.0277,0,1,679,2
45,0000-00-00,30,4519.031292,40.13,10.52,50.66,5.44,50,0.0277,0,1,680,3
45,0000-00-00,30,4478.897778,40.23,10.43,50.66,5.44,50,0.0277,0,1,681,4
45,0000-00-00,30,4438.670791,40.32,10.34,50.66,5.44,50,0.0277,0,1,682,5
45,0000-00-00,30,4398.350106,40.41,10.25,50.66,5.44,50,0.0277,0,1,683,6
45,0000-00-00,30,4357.935494,40.51,10.15,50.66,5.44,50,0.0277,0,1,684,7
45,0000-00-00,30,4317.426727,40.6,10.06,50.66,5.44,50,0.0277,0,1,685,8
45,0000-00-00,30,4276.823575,40.7,9.97,50.66,5.44,50,0.0277,0,1,686,9
45,0000-00-00,30,4236.125807,40.79,9.87,50.66,5.44,50,0.0277,0,1,687,10
45,0000-00-00,30,4195.333193,40.89,9.78,50.67,5.44,50,0.0277,0,1,688,11
45,0000-00-00,30,4154.445501,40.98,9.68,50.67,5.44,50,0.0277,0,1,689,12
46,0000-00-00,73,18190.39,0,0,185.05,2436.4,185.05,0.1027,0,1,690,0
46,0000-00-00,73,18190.39,0,0,186.58,2592.08,185.05,0.1027,0,1,691,1
46,0000-00-00,73,18190.39,0,0,186.9,2747.76,185.05,0.1027,0,1,692,2
46,0000-00-00,73,18190.39,0,0,187.22,2903.44,185.05,0.1027,0,1,693,3
46,0000-00-00,73,18190.39,0,0,187.54,3059.12,185.05,0.1027,0,1,694,4
46,0000-00-00,73,18190.39,0,0,187.87,3214.8,185.05,0.1027,0,1,695,5
46,0000-00-00,73,18190.39,0,0,188.2,3370.48,185.05,0.1027,0,1,696,6
46,0000-00-00,40,18190.39,0,0,188.54,3526.16,185.05,0.1027,0,1,697,7
46,0000-00-00,40,18190.39,0,0,188.88,3681.84,185.05,0.1027,0,1,698,8
46,0000-00-00,40,18190.39,0,0,189.23,3837.51,185.05,0.1027,0,1,699,9
46,0000-00-00,40,18190.39,0,0,189.58,3993.19,185.05,0.1027,0,1,700,10
46,0000-00-00,40,18190.39,0,0,189.93,4148.87,185.05,0.1027,0,1,701,11
46,0000-00-00,33,18190.39,0,0,190.29,4304.55,185.05,0.1027,0,1,702,12
47,0000-00-00,73,5603.04,0,0,50,1862.42,50,0.0627,0,1,703,0
47,0000-00-00,73,5603.04,0,0,50.37,1891.7,50,0.0627,0,1,704,1
47,0000-00-00,73,5603.04,0,0,50.56,1920.97,50,0.0627,0,1,705,2
47,0000-00-00,73,5603.04,0,0,50.76,1950.25,50,0.0627,0,1,706,3
47,0000-00-00,73,5603.04,0,0,50.95,1979.52,50,0.0627,0,1,707,4
47,0000-00-00,73,5603.04,0,0,51.15,2008.8,50,0.0627,0,1,708,5
47,0000-00-00,73,5603.04,0,0,51.35,2038.08,50,0.0627,0,1,709,6
47,0000-00-00,30,7641.115304,1764.22,2318.41,51.55,0,50,0.0627,0,1,710,7
47,0000-00-00,30,5876.899138,30.66,39.92,70.59,0,50,0.0627,0,1,711,8
47,0000-00-00,30,5846.237359,23.8,30.71,54.51,0,50,0.0627,0,1,712,9
47,0000-00-00,30,5822.436188,23.9,30.55,54.44,0,50,0.0627,0,1,713,10
47,0000-00-00,33,5798.5387,0,0,54.44,30.42,50,0.0627,0,1,714,11
47,0000-00-00,33,5798.5387,0,0,54.45,60.72,50,0.0627,0,1,715,12
48,0000-00-00,33,20571.41,0,0,133.13,96.52,133.13,0.0252,0,1,716,0
48,0000-00-00,30,20667.93,183,85.64,135.51,0,133.13,0.0252,0,1,717,1
48,0000-00-00,33,20484.9329,0,0,136.76,43.4,133.13,0.0252,0,1,718,2
48,0000-00-00,30,20528.33556,185.84,85.83,136.16,0,133.13,0.0252,0,1,719,3
48,0000-00-00,33,20342.49476,0,0,137.07,43.11,133.13,0.0252,0,1,720,4
48,0000-00-00,30,20385.60427,187.27,85.35,136.46,0,133.13,0.0252,0,1,721,5
48,0000-00-00,33,20198.33016,0,0,137.38,42.81,133.13,0.0252,0,1,722,6
48,0000-00-00,30,20241.13993,188.47,84.74,136.75,0,133.13,0.0252,0,1,723,7
48,0000-00-00,33,20052.67142,0,0,137.69,42.51,133.13,0.0252,0,1,724,8
48,0000-00-00,30,20095.17782,189.67,84.13,137.05,0,133.13,0.0252,0,1,725,9
48,0000-00-00,33,19905.50827,0,0,137.99,42.2,133.13,0.0252,0,1,726,10
48,0000-00-00,33,19905.50827,0,0,137.34,84,133.13,0.0252,0,1,727,11
48,0000-00-00,30,19989.50971,287.94,125.11,138.01,0,133.13,0.0252,0,1,728,12
49,0000-00-00,90,0,0,0,0,0,0,0,0,1,729,0
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,730,1
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,731,2
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,732,3
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,733,4
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,734,5
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,735,6
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,736,7
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,737,8
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,738,9
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,739,10
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,740,11
49,0000-00-00,90,0,0,0,50,0,0,0,0,1,741,12
51,0000-00-00,30,24529.61,112.43,59.08,0,8.11,0,0.0302,0,1,742,0
51,0000-00-00,30,24417.18,107.9,61.73,169.63,8.11,0,0.0302,0,1,743,1
51,0000-00-00,30,24309.27982,108.15,61.45,169.6,8.11,0,0.0302,0,1,744,2
51,0000-00-00,30,24201.12816,108.42,61.18,169.6,8.11,0,0.0302,0,1,745,3
51,0000-00-00,30,24092.70319,108.7,60.91,169.61,8.11,0,0.0302,0,1,746,4
51,0000-00-00,30,23984.00412,108.97,60.63,169.61,8.11,0,0.0302,0,1,747,5
51,0000-00-00,30,23875.03026,109.25,60.36,169.61,8.11,0,0.0302,0,1,748,6
51,0000-00-00,30,23765.7809,109.53,60.09,169.61,8.11,0,0.0302,0,1,749,7
51,0000-00-00,30,23656.25532,109.8,59.81,169.61,8.11,0,0.0302,0,1,750,8
